Row	GLC_CHEM_mu=0.11_V	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GLC_CHEM_mu=0.21_P	GLC_CHEM_mu=0.21_V	GLC_CHEM_mu=0.22_P	GLC_CHEM_mu=0.26_P	GAL_BATCH_mu=0.26_S	ACE_BATCH_mu=0.3_S	GLC_CHEM_mu=0.31_P	GLC_CHEM_mu=0.31_V	GLC_CHEM_mu=0.35_S	GLC_CHEM_mu=0.36_P	GLC_CHEM_mu=0.40_V	PYR_BATCH_mu=0.40_S	GLC_CHEM_mu=0.41_P	FUM_BATCH_mu=0.42_S	SUCC_BATCH_mu=0.44_S	GLC_CHEM_mu=0.46_P	GAM_BATCH_mu=0.46_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	GLC_CHEM_mu=0.49_V	GLC_CHEM_mu=0.50_S	GLC_CHEM_mu=0.51_P	GLC+SALTS_BATCH_mu=0.55_S	XYL_BATCH_mu=0.55_S	GLC_BATCH_mu=0.58_S	GLC@pH6_BATCH_mu=0.63_S	FRU_BATCH_mu=0.65_S	GLC@42deg_BATCH_mu=0.66_S
P0A6W3	NaN	5.12727807195904e-08	5.34401293205144e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.29820941091963e-08	NaN	NaN	6.67637284977427e-08	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	6.39748012834301e-08	NaN	NaN	NaN	NaN	5.16417471873389e-08	NaN	6.67997963351977e-08
P14900	4.85229600470103e-07	6.7613331186526e-08	6.85601296941321e-08	7.83883908747741e-07	4.37325568566387e-07	7.20963407540759e-07	6.85016311389033e-07	1.08311855852874e-07	1.50367378185168e-07	6.30977816075723e-07	3.69998263222718e-07	7.26485777951583e-08	5.87370686412239e-07	4.97457205252249e-07	1.65872742402743e-07	6.37635900520713e-07	1.3683300319219e-07	1.18250498921989e-07	1.02121548419039e-06	1.84203432704369e-07	1.31459331248382e-07	1.15353323577672e-07	3.92742614504735e-07	9.74773945871211e-08	9.08172918577312e-07	8.66611221414106e-08	1.04714771103648e-07	1.4395944017698e-07	3.13388294870156e-07	1.24489419724803e-07	8.76029685002542e-08
P17443	NaN	1.38484178916704e-07	1.14839426837701e-07	2.16246749464556e-07	NaN	2.29561889752824e-07	2.38702872664608e-07	1.60771497619749e-07	1.6194083127115e-07	2.80600532990514e-07	NaN	1.29865884809007e-07	2.3395952651304e-07	NaN	2.19895608633657e-07	2.68601661145259e-07	1.20073089959152e-07	1.89867822366084e-07	2.52400240564447e-07	1.46041382784279e-07	1.73392132284548e-07	1.49376073509289e-07	NaN	1.65567533964807e-07	2.92541531102288e-07	1.26988753589526e-07	1.93648380527019e-07	1.63059535747538e-07	1.69883659187614e-07	1.9726549590149e-07	2.91041782010482e-07
P17952	5.16427604441011e-07	3.80308435502747e-07	4.93008780182328e-07	2.28821086981897e-07	5.50846047531496e-07	2.56341029683611e-07	2.58988419786357e-07	5.5191914775566e-07	7.03245890351235e-07	2.27671170071015e-07	6.14600678226884e-07	4.3993798207094e-07	NaN	6.42578243078214e-07	7.989708178227e-07	2.6264445508712e-07	6.54131885392053e-07	7.03807934042373e-07	2.47122622379933e-07	6.07135743368836e-07	6.52055056112388e-07	6.84572037279524e-07	7.22988582345167e-07	5.28484235631423e-07	3.15967322859814e-07	7.539066735969e-07	8.21756651015419e-07	7.70276024892802e-07	8.80709038663489e-07	6.76557411744872e-07	1.06489614658222e-06
P07862	5.12955568515216e-07	7.16547704106012e-07	7.09817489539707e-07	3.51927080584583e-07	5.37008223189562e-07	3.87592863692428e-07	NaN	1.01458404389407e-06	1.09042055814447e-06	3.93350530434454e-07	5.17987504639556e-07	7.06798327865103e-07	NaN	5.32026606426465e-07	1.0391350651652e-06	3.12211083573202e-07	9.25163059081404e-07	9.01262667851744e-07	NaN	8.78111265423464e-07	8.99687306595057e-07	1.0108092293409e-06	6.23305927721992e-07	7.12552084938134e-07	NaN	1.03697562510771e-06	1.12100354770018e-06	9.05713066211305e-07	1.9544864251421e-06	8.9442664610143e-07	1.6244541978855e-06
P0ABH0	1.86468456959666e-06	1.06332755469605e-06	1.0872368908658e-06	1.01466166988586e-06	1.94590001864351e-06	1.09770881439174e-06	9.94128954308251e-07	8.86326595077746e-07	1.26651644451322e-06	1.05132075072012e-06	2.05544526807039e-06	1.08647887484707e-06	9.52708461838949e-07	1.54596173548097e-06	1.08619373180003e-06	9.75633063135417e-07	1.04123437306766e-06	8.75264331209321e-07	9.90266106515804e-07	8.55160259054815e-07	1.03501589175723e-06	9.30241070259137e-07	1.69888227429966e-06	1.12874370884312e-06	1.08437650797291e-06	9.02790661791977e-07	1.14389074103992e-06	1.01258855459869e-06	1.06208199910429e-06	9.59229823486511e-07	1.31684755232475e-06
P0A9A6	1.23216013489488e-05	5.88961639479655e-06	6.20321602528249e-06	1.18461063534414e-05	1.19105928063127e-05	1.19698022551991e-05	1.20729922992723e-05	7.05308954463594e-06	6.95995526735555e-06	1.17482363480549e-05	1.11569094136091e-05	6.2404604166028e-06	1.18214220738871e-05	1.05350627473631e-05	8.38789534761827e-06	1.14271075984231e-05	7.73250096133908e-06	8.50876994271822e-06	1.15394059438339e-05	8.49452276550411e-06	8.23657420207256e-06	8.98090048082862e-06	1.07081613500404e-05	6.77358461799349e-06	1.20512799648082e-05	1.02154074720373e-05	1.07988595638739e-05	1.07542219923865e-05	8.88030248116752e-06	8.77673358768534e-06	8.85304995449186e-06
P0A725	NaN	2.68096259929966e-07	2.98142215367143e-07	7.10142113859707e-07	NaN	3.90294501790228e-07	3.63653669531466e-07	3.02530928887354e-07	1.96858092377439e-07	2.71574269922689e-07	NaN	2.07210936320216e-07	NaN	NaN	2.19976119611646e-07	2.46796013850275e-07	2.58312657973499e-07	2.12082455101057e-07	2.81887961040073e-07	2.28453741217649e-07	2.18546134854856e-07	2.41437632147782e-07	NaN	1.85152802077015e-07	2.73175968020424e-07	2.73131328555572e-07	1.95397835021861e-07	2.32921944685117e-07	1.64061726265596e-07	1.70541835133036e-07	3.26164020730708e-07
P10408	3.72594742262877e-06	1.98560199466455e-06	1.83193924526752e-06	3.36495110807198e-06	3.74506877990127e-06	3.39391249505207e-06	3.53609488247076e-06	1.00677429687756e-06	9.86500138185276e-07	3.22366735862737e-06	3.44903997770634e-06	1.75174276328585e-06	3.11887874564087e-06	3.11612708372001e-06	1.59001130431344e-06	2.95370490663282e-06	1.31757483369135e-06	1.20409550584642e-06	3.01149763025067e-06	1.41622113691872e-06	1.18500189691795e-06	1.35105578902117e-06	3.22079135510628e-06	1.74883162923622e-06	2.91115486996537e-06	7.96488756713626e-07	1.19022423173322e-06	1.25146377582528e-06	9.48768980167787e-07	1.30985037269094e-06	1.12428312426444e-06
P08337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0A8H8	NaN	5.82645235449891e-08	5.42142733396436e-08	NaN	NaN	NaN	NaN	NaN	1.13481098595441e-07	NaN	NaN	9.77872920163401e-08	NaN	NaN	1.74245884113644e-07	NaN	1.87330661384877e-07	NaN	NaN	2.02295355716309e-07	1.59478066486184e-07	NaN	NaN	1.0041424949984e-07	NaN	1.07492255559377e-07	6.68399830709818e-08	1.67595365493422e-07	1.01755022309605e-07	NaN	NaN
P36680	8.9769740458225e-07	4.35606765121809e-07	3.82499721451631e-07	4.76141724166848e-07	8.94074410572726e-07	NaN	4.57097785898556e-07	6.53878468863327e-07	4.0152662473918e-07	4.88837080702538e-07	7.31744151201518e-07	3.48566408613133e-07	4.27507444814534e-07	7.18560478555748e-07	4.19361556602493e-07	4.79753920288558e-07	5.40101080936537e-07	5.68803818334306e-07	NaN	4.84179807994697e-07	5.1251413048249e-07	5.06128908506529e-07	7.81006805858807e-07	3.4404226467978e-07	3.88100541895154e-07	4.55489415126186e-07	7.17961696192564e-07	5.21283777162698e-07	4.82430435729809e-07	6.5646366681592e-07	6.65093624380881e-07
P0A6I9	NaN	1.23706177035747e-07	1.05235202600379e-07	NaN	NaN	NaN	NaN	7.71639435537925e-08	1.40697309633175e-07	NaN	NaN	1.00680655287836e-07	NaN	NaN	1.29662930051992e-07	NaN	1.17596743441268e-07	6.85942610438127e-08	NaN	8.79628528605994e-08	7.81474928401283e-08	7.89670884967443e-08	NaN	1.02322269888995e-07	NaN	1.66270319463406e-07	9.48853618285039e-08	1.26507126506294e-07	1.37236182831402e-07	8.12759682786128e-08	9.52521868369187e-08
P60560	1.41412500902326e-06	6.65831084747532e-07	8.42752532824554e-07	3.02978676441847e-06	1.48915117663717e-06	2.85235532683757e-06	3.33312171454157e-06	1.65971923912958e-06	1.42217829462052e-06	3.89281481087602e-06	2.16232359135137e-06	1.21057899951361e-06	4.4698219075293e-06	3.41497377014456e-06	2.44992893247415e-06	4.92370914337811e-06	2.30991622110991e-06	2.25697938079359e-06	5.62984356696949e-06	1.98313980301898e-06	2.18923530064182e-06	1.71202096448614e-06	2.75810482847322e-06	2.2253316623043e-06	5.73601098933628e-06	1.18971923455945e-06	2.00262039942056e-06	2.02815374746813e-06	1.33902739822069e-06	1.98008386471198e-06	2.26524931192099e-06
P30011	1.99642065733188e-06	7.69859743149677e-07	7.52758290600781e-07	8.36800497288253e-07	2.01508914035318e-06	8.9715350804559e-07	8.6630253301681e-07	1.15734530859819e-06	8.85380100069192e-07	8.37618013870742e-07	1.79232532812865e-06	8.38718919924882e-07	7.8556041218456e-07	1.53041305285676e-06	1.20182762393736e-06	7.53462043650952e-07	9.7146083357976e-07	1.09144254827205e-06	7.64545017175605e-07	9.30043919164744e-07	1.07035380681225e-06	1.16090959668627e-06	1.59774035820043e-06	8.05932847513246e-07	7.66786042970218e-07	9.35669584927001e-07	1.44674476039446e-06	1.11831236746467e-06	1.13294127708732e-06	1.11241487894741e-06	7.99858329778054e-07
P13016	NaN	2.38672675539746e-07	1.24564611078012e-07	NaN	NaN	NaN	NaN	2.29032784953555e-07	2.56344328560397e-07	NaN	NaN	4.19013514353893e-07	NaN	NaN	2.43525580673557e-07	NaN	1.97830370620704e-07	2.51070208250498e-07	NaN	5.56336235548686e-07	2.02192342450751e-07	NaN	NaN	2.17626560857142e-07	NaN	1.51787721944248e-07	NaN	2.96317252617823e-07	1.25214492431955e-07	NaN	1.46382061281554e-07
P0AE14	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P15993	1.94444075716745e-06	3.4076801111517e-07	3.5407412074923e-07	8.0507595367295e-07	2.36938776286796e-06	8.16182922018222e-07	8.77638637130117e-07	9.84301351381072e-08	1.90272819449499e-07	8.18768343947861e-07	2.67205872074701e-06	3.39005729976887e-07	9.1290243969572e-07	2.28007089666093e-06	2.23981540766621e-07	8.40175235469704e-07	3.28680520625687e-07	2.20722562477347e-07	8.72683093624328e-07	2.96173614402468e-07	2.64729397086961e-07	1.81740571763567e-07	2.04402277306814e-06	4.3168026000518e-07	8.05874206489342e-07	1.03849061662902e-07	1.25509833294917e-07	3.54060491453118e-07	1.52864380350683e-07	2.32217052224608e-07	1.583033596164e-07
P0ACL9	5.75351576457032e-07	7.66178484616607e-08	6.86568976965232e-08	NaN	5.53613612399883e-07	NaN	NaN	5.31654789607866e-08	1.14181194056219e-07	NaN	7.11163532452968e-07	8.91701014034079e-08	NaN	7.35870338823477e-07	6.52340199159433e-07	NaN	1.6444921955963e-07	7.06616456530376e-08	NaN	7.97235376035695e-08	9.15278684434869e-08	8.05300383535468e-08	9.13447364651434e-07	1.13489800990225e-07	NaN	1.41579564788777e-07	1.87480200761699e-07	1.81344599410632e-07	1.65418459896391e-07	1.46368141995159e-07	1.44524635195389e-07
P0AFG8	2.9485233552905e-05	1.26964752934373e-05	1.06663498315673e-05	2.86578863410725e-05	3.34897489593772e-05	2.89306916315516e-05	2.90817616871718e-05	7.42975614782579e-06	5.34967007361731e-06	2.91114622418224e-05	3.02519496601706e-05	1.1060510097307e-05	2.96813059589177e-05	2.94978637125771e-05	3.1783721335781e-05	2.89025797069102e-05	8.95716327367943e-06	9.24228190279691e-06	2.96551770277666e-05	8.06308225749963e-06	7.75160229772519e-06	9.34826993863365e-06	3.00923869656678e-05	1.1006322084429e-05	2.99638838798881e-05	1.13311446206396e-05	1.84729950082127e-05	1.03023753901227e-05	1.62449789321465e-05	1.60029168581374e-05	1.17907550523716e-05
P06959	1.77181515648584e-05	1.48566589877421e-05	1.24444860675053e-05	2.28373288717361e-05	1.74244374532807e-05	2.31932689270755e-05	2.30893199063348e-05	1.11284113507496e-05	7.80278269019935e-06	2.26610382100524e-05	1.69964209665444e-05	1.3213507833708e-05	2.34224270341414e-05	1.58000278336213e-05	4.41392379342078e-05	2.27631513850319e-05	1.26861052926254e-05	1.34390141486384e-05	2.29234657186369e-05	1.09388721642861e-05	1.07678477366207e-05	1.29881704911216e-05	1.92741268532268e-05	1.32185594891607e-05	2.42530291873907e-05	1.94128127842099e-05	2.45791502992258e-05	1.60479959760416e-05	2.24972368489343e-05	1.91047994826773e-05	1.60983794315654e-05
P0A9P0	3.79526737467768e-05	1.96575233084775e-05	2.16068676059092e-05	5.47596604748843e-05	5.60017254311718e-05	5.54354573171169e-05	5.93091337032551e-05	2.05217838030967e-05	1.98368110774404e-05	6.04125617276525e-05	6.0512101376224e-05	2.28935901209044e-05	6.28488526822326e-05	5.39328952130107e-05	4.88675470328051e-05	5.93954487275874e-05	2.38945052803269e-05	2.79247295220247e-05	5.88130746143297e-05	2.48383281208126e-05	1.96516356623224e-05	2.44664361187515e-05	4.80722495283532e-05	2.55012910956876e-05	5.36791858913491e-05	2.07575841867298e-05	2.720042830774e-05	2.23169202008069e-05	2.07443541717909e-05	2.39586968670504e-05	1.99006994868636e-05
P36683	4.55536145400373e-05	3.64506567039859e-05	3.96979843409437e-05	0.000112208168445711	5.96167186622589e-05	0.000111497398515146	0.000113004232249332	2.93156955573368e-05	4.99779990723211e-05	9.9395389719181e-05	4.68660441199877e-05	4.24802756864946e-05	8.12433831867338e-05	3.14117606174698e-05	3.29998799138005e-05	6.74958967058125e-05	3.86141269011221e-05	3.81239959589804e-05	5.88102071380564e-05	2.64134009511833e-05	2.05703070915684e-05	3.14818509131944e-05	2.33473281877963e-05	2.94306720263297e-05	4.97433850335811e-05	5.0761414126581e-06	1.20792618623515e-05	1.34578422922075e-05	7.98399959267161e-06	1.49298394798377e-05	8.17576486070906e-06
P0A8E5	NaN	2.71671582965681e-07	2.67466758609148e-07	1.37659422311058e-06	NaN	NaN	NaN	2.08745657864022e-07	2.74699956422664e-07	5.96573307093161e-07	NaN	2.18406994196873e-07	NaN	NaN	1.85819337199626e-07	5.41994962178322e-07	2.29666281454619e-07	2.02272130021433e-07	6.0883040002537e-07	3.68694953354788e-07	1.81206881568561e-07	NaN	NaN	2.44600731456764e-07	6.41070488926816e-07	1.69408516186112e-07	NaN	3.02270529159295e-07	2.2379235370742e-07	NaN	2.34339629307349e-07
P0A7F6	NaN	6.80820957623198e-07	8.19044372238721e-07	1.01320085905654e-06	NaN	1.03239087942975e-06	1.1690693347151e-06	1.1295671996765e-06	9.86303236336932e-07	1.46565681037975e-06	NaN	1.04873935391452e-06	1.59146694864914e-06	NaN	1.15509100121449e-06	1.8541089244958e-06	1.69166164406895e-06	1.53220504623313e-06	2.1847593750389e-06	1.89227686483481e-06	1.57629211167771e-06	1.30451037987103e-06	NaN	1.46571507443367e-06	2.37441047316033e-06	2.2066031863965e-06	1.7115255999695e-06	3.15419119996875e-06	1.78364103072253e-06	1.79245724645408e-06	2.20854715921786e-06
P09158	1.60131303284871e-06	6.96737766100715e-07	7.41896082332374e-07	1.36076578901933e-06	2.02615939982673e-06	1.25751498851202e-06	1.35502226875054e-06	1.0394704972149e-06	6.88040692062468e-07	1.51599792658559e-06	2.06364732395306e-06	7.8164837771466e-07	1.79158912410453e-06	3.07813596598125e-06	8.47720214995306e-07	1.90502117252363e-06	1.30986844332769e-06	9.55736301941982e-07	1.92443327105796e-06	1.13796659276056e-06	1.02992677454057e-06	9.26886446176244e-07	2.14521500852862e-06	1.03891710189486e-06	2.29694181962692e-06	1.43603160606522e-06	8.45058663462184e-07	1.84218472788688e-06	8.8062316944635e-07	9.73033648260038e-07	9.27294644980717e-07
P0AA95	NaN	1.65312343621737e-07	1.28846595183821e-07	NaN	NaN	NaN	NaN	1.02687927243318e-07	1.57959038337976e-07	NaN	NaN	1.19068188542195e-07	NaN	NaN	6.48113372814988e-08	NaN	1.06918737256153e-07	9.27982638744557e-08	NaN	9.76810195740194e-08	8.1139970004982e-08	NaN	NaN	1.34833440833615e-07	NaN	1.32489615660937e-07	NaN	1.16336945747945e-07	1.61004782135451e-07	NaN	1.32012337651308e-07
P36649	2.57524426971471e-06	1.12868975656379e-06	1.2480895028405e-06	1.30489247843753e-06	2.26975542760603e-06	1.21002825407024e-06	1.33539198538335e-06	1.65471007194698e-06	1.42071246974952e-06	1.38630305250232e-06	2.84883063679507e-06	1.31492877489211e-06	1.48973709647256e-06	2.92959321159073e-06	1.56799155183333e-06	1.32779356176833e-06	2.00526616709376e-06	1.56510766732523e-06	1.40257754893873e-06	1.00116323011295e-06	1.89679213414277e-06	1.53931500530945e-06	2.7521671438465e-06	1.35454482764203e-06	1.57773514954019e-06	8.76999734703066e-07	1.11117413842504e-06	1.83185508436403e-06	2.11990488503849e-06	1.11702182046666e-06	1.83059472206651e-06
P15877	9.91291416494974e-07	2.82609423067536e-07	2.06357765099134e-07	2.55422922077867e-07	7.08597245029554e-07	2.37502723458564e-07	2.12206170349508e-07	8.48143079781285e-08	6.12583528180518e-08	2.01114551445839e-07	7.66665787904438e-07	1.32318953669623e-07	2.70950436256577e-07	8.56787763891367e-07	NaN	2.44687118336215e-07	NaN	5.19381623996796e-08	3.07405847170572e-07	1.67187038024349e-07	NaN	6.33185295646113e-08	1.28832660591476e-06	1.41249627044205e-07	2.9740183824719e-07	4.0446666496218e-07	1.41489386722032e-07	7.67193078112397e-08	5.81059818535558e-07	6.06382302551374e-08	1.04910802484981e-07
P0A9M2	3.51103343075821e-06	9.26247021119295e-07	1.04417512980174e-06	3.41482807574479e-06	4.19069704307281e-06	3.57863321090119e-06	3.53007864920892e-06	1.53902107897064e-06	1.16410560539133e-06	3.58713003887008e-06	3.87041430875857e-06	1.22032837575451e-06	3.21416012797677e-06	4.28036614480855e-06	1.51489456184929e-06	3.30596624104437e-06	1.39945275495866e-06	1.77748267685212e-06	3.49546357734312e-06	1.68589066028459e-06	1.60000320462725e-06	1.26755233386688e-06	5.30944740159732e-06	1.2642879808021e-06	3.92546381856709e-06	2.48693072467827e-06	1.6961051505562e-06	2.27599431967681e-06	1.62033495356775e-06	1.99349669444882e-06	1.30102565920896e-06
P61517	1.38882443419008e-05	2.78507070932482e-06	3.08731054028795e-06	1.18532737064678e-05	1.48197563572386e-05	1.14482328167145e-05	1.18885420393735e-05	4.79306715655512e-06	4.64688362091221e-06	1.11587977614118e-05	1.29533609293597e-05	3.24025236806717e-06	1.01578841442158e-05	1.41538802499047e-05	5.10858257538591e-06	1.02630301404937e-05	4.23263090068349e-06	4.50048175437043e-06	1.0127416607419e-05	4.87669513314516e-06	4.89022231720183e-06	4.67020853431071e-06	1.35615207293474e-05	4.02395888248101e-06	1.05763455939596e-05	1.1499326715118e-05	6.21261951661162e-06	6.45292653691767e-06	1.41478809111801e-05	5.6094527933132e-06	7.97041796403759e-06
P36879	1.37251089727497e-06	4.93235675682672e-07	4.37705866815784e-07	7.70762632167779e-07	1.34523780348105e-06	6.76150963041596e-07	6.65161846608541e-07	2.978405268891e-07	2.96052867976385e-07	6.84753792191817e-07	1.2373530929752e-06	4.41510462109796e-07	6.18639022989194e-07	1.0139351290545e-06	2.40285013809482e-07	5.85787029747334e-07	2.63126675604266e-07	5.30128123239088e-07	5.94867307479334e-07	2.39612347661319e-07	4.81007348613043e-07	4.09969371584956e-07	1.04432802324552e-06	5.14267613123994e-07	5.75654467306494e-07	1.64448722515168e-07	3.57808533228604e-07	4.82215399859284e-07	2.50892678636459e-07	3.24848876351393e-07	2.57000227558572e-07
P0A790	NaN	2.4653838621832e-07	3.65347593027799e-07	2.78664767062473e-06	NaN	3.43077583714514e-06	3.50247359009849e-06	4.72728768387088e-07	5.85586096974277e-07	3.41349199165557e-06	NaN	4.84114187962541e-07	3.34247019281349e-06	NaN	8.71390442524201e-07	3.29677315518095e-06	7.30403358142875e-07	5.98176282688011e-07	4.31640198770963e-06	7.56845445999485e-07	7.29783220942154e-07	5.18022575709514e-07	NaN	5.73809072914976e-07	4.74466090447403e-06	7.81230627820467e-07	8.40567795738311e-07	1.17750848926544e-06	9.82652973250799e-07	8.14748657537979e-07	1.28516999470978e-06
P31663	5.7327338683768e-06	2.16293801723603e-06	2.18315870994621e-06	8.18480535717966e-06	5.26471348945194e-06	8.31841820163313e-06	8.10853860207507e-06	2.33998691146852e-06	2.38831003049379e-06	7.54273519025081e-06	4.61036051584277e-06	1.95335567066774e-06	7.32828341484354e-06	4.09207109503575e-06	2.85896495614949e-06	6.86903242557885e-06	2.35274711048322e-06	2.03114686767834e-06	6.71451041585535e-06	2.25188744495749e-06	2.59013193891168e-06	1.90350138230856e-06	4.28892043621993e-06	2.07298932848785e-06	6.9378726911885e-06	2.59552315265193e-06	2.39732979756099e-06	2.27810277178525e-06	2.673984595549e-06	2.23672960683752e-06	2.55139424334067e-06
P31057	1.4858703542841e-05	5.49204047322501e-06	4.91738700150944e-06	7.93373610750197e-06	1.37956063978517e-05	7.98778724724049e-06	7.92001443975209e-06	3.38428442433211e-06	5.79742487675097e-06	7.82988375574709e-06	1.09616702919847e-05	4.83793402034615e-06	7.68709913833454e-06	1.08891600924329e-05	4.1999558055416e-06	7.02123724212872e-06	4.97311794184719e-06	3.53452555115266e-06	7.0404340563574e-06	4.26725468620792e-06	4.28177737416706e-06	3.87710678380395e-06	1.01488113304588e-05	4.61112409812007e-06	6.95069365398986e-06	3.36991828301317e-06	4.1087471838504e-06	4.56991934131782e-06	3.67343358767217e-06	3.78134699938365e-06	4.73783803213316e-06
P26281	NaN	4.76709738095365e-07	5.90526734592013e-07	NaN	NaN	NaN	NaN	3.00390648363879e-07	3.50375900136107e-07	NaN	NaN	5.88338164937933e-07	NaN	NaN	3.79025556629784e-07	NaN	4.5089317397629e-07	3.48822393735738e-07	NaN	4.88174627513257e-07	3.19375460982729e-07	NaN	NaN	5.65241687246025e-07	NaN	3.30574757071782e-07	NaN	3.79131581650094e-07	4.04478360411109e-07	NaN	3.77665380392576e-07
P0ABF1	NaN	7.52406869960518e-08	9.61873943768063e-08	2.23609055630494e-07	NaN	2.66229876682285e-07	3.00712228933218e-07	NaN	NaN	2.22761238682061e-07	NaN	1.15000706841686e-07	2.66574899685345e-07	NaN	5.55324470682159e-08	3.03194888765474e-07	NaN	6.62928328939208e-08	2.75739144040232e-07	5.11260074923397e-08	6.27085979131761e-08	NaN	NaN	1.51032908059186e-07	3.70767099755159e-07	6.14292990663152e-08	7.45772611976551e-08	7.67724620660742e-08	NaN	7.49520485547802e-08	8.81264249427191e-08
P27305	NaN	1.01804012957699e-07	3.82523913452229e-07	NaN	NaN	NaN	NaN	NaN	5.8107923244552e-08	NaN	NaN	1.14057218818373e-07	NaN	NaN	9.35537564237287e-08	NaN	1.37189597090765e-07	9.04578284677859e-08	NaN	7.99155962342695e-08	8.33509722414344e-08	NaN	NaN	9.47650126613616e-08	NaN	8.07815121896728e-08	NaN	8.42672119977496e-08	6.99834119682095e-08	NaN	5.34432142064966e-08
